31769,28594,32524,36901,28115,28115,37182,33123,26938,31998,26968,26957
30495,19719,20661,26474,24221,30857,24745,22224,36614,28157,29623,22162
26564,29840,23531,31164,26282,27827,26277,38547,29218,23997,33398,23181
30330,19487,22645,30270,32978,30142,28707,27780,21893,25686,26982,34571
31004,20470,30906,27360,25901,32344,34440,33942,25089,27739,30942,34163
